id,created_at,favorite_count,retweet_count,text
1146919056110477314,2019-07-04 23:09:46,12,0,"7/4/19:
""I fired a cannon at Antietam, before misfiring twice.""
""When I told my four-year-old I was going on @Jeopardy!, she told me I might lose.""
""My first date with my wife was watching The Exorcist.""
#Jeopardy #Happy4th https://t.co/IV8X4zG7GV"
1146896309317722115,2019-07-04 21:39:23,15,2,"7/3/19:
""I moved to West Virginia because there's no traffic &amp; to open a theatre.""
""I go on trips with my friend who is also a man.""
""I'm writing a musical about the dairy baron of Illinois.""
#Jeopardy https://t.co/FaPL477qDc"
1146237175136169989,2019-07-03 02:00:13,18,1,"7/2/19:
""I read presidential biographies in order, every year.""
""I became a fan of pro wrestling after watching with my forlorn roommate.""
""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""
#Jeopardy https://t.co/988giUQpY9"
1145875973994418176,2019-07-02 02:04:56,8,0,"7/1/19:
""I wrote an academic book about music at a Parisian convent school.""
""I'm a @TerrierHockey season ticket holder.""
""I have 2 rescue dogs named Bootsy &amp; Clyde.""
#Jeopardy https://t.co/a5bVLRKsgD"
1144743324903006209,2019-06-28 23:04:11,21,3,"6/28/19:
""I got my knowledge because I like to read.""
""Thanks to my family &amp; especially my grandma.""
""Facts are the building blocks of all opinions &amp; it is important to know them.""
#Jeopardy https://t.co/BC8pgcbChT"
1144430340846604288,2019-06-28 02:20:30,10,0,@samnotscott @wampusreynolds @Jeopardy @ChadMosher well sam whose fault is that
1144424670877429760,2019-06-28 01:57:58,4,0,"6/27/19:
""I was in the @ScrippsBee but wasn't interested until 5th grade.""
""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""
""We talked about the tiebreaker rules before yesterday's games.""
#Jeopardy https://t.co/iHj0CaSjZz"
1144364101847658497,2019-06-27 21:57:17,200,8,"Hi all,
I wanted to let everyone know that Friday, July 26th, the last day of @Jeopardy! season 35, will be the final day @CoolJepStories posts a new story.
It’s been fun to see this account grow over the last 5 years, but I think the time has now come to move on.
❤️- @ChadMosher"
1144357924137054214,2019-06-27 21:32:44,5,0,"6/26/19:
""I'm on staff for my school's insanely-large yearbook.""
""I took part in a living wax museum.""
""My robotics team designed a way for ebola workers to take off their suit.""
#Jeopardy https://t.co/FU5aheGIh7"
1143898396039794688,2019-06-26 15:06:44,3,0,"6/25/19:
“We’re big fans of Chuck Norris in my house - minus my mom.”
“I enjoy creating art in many forms.”
“I direct a nonprofit foundation to spread geographic awareness.”
#Jeopardy https://t.co/pBIWix9x6D"
1143337151331000322,2019-06-25 01:56:33,8,1,"6/24/19:
""I study Norwegian because I want to re-visit Norway properly.""
""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""
""I want to become an Olympic swimmer.""
#Jeopardy https://t.co/6c1q3Z3tfZ"
1142254670515187712,2019-06-22 02:15:10,4,0,"6/21/19:
“I was the runner-up of the @NatGeo Bee.”
“I’ve donated my hair multiple times.”
“I founded a project which helps with dental needs for youth.”
#Jeopardy https://t.co/OKsTJdkiRs"
1141931040627417088,2019-06-21 04:49:10,3,1,"6/20/19:
""I am a PADI Master scuba diver.""
""I interned with the @USNavy modeling motion in space.""
""I'm a big fan of @KentuckyMBB.""
#Jeopardy #TeenTournament https://t.co/j04jseaTkE"
1141826138349740032,2019-06-20 21:52:20,3,0,"6/19/19:
“I direct my math &amp; science program’s talent show.”
“In 6th grade, I lost a spelling bee to my 4th grade sister.”
“My favorite author made a table based on the periodic table.”
#Jeopardy https://t.co/YBFJeMuvkG"
1141145113202237440,2019-06-19 00:46:11,0,0,"6/18/19:
""I was in the @ScrippsBee in 7th &amp; 8th grade.""
""I want to work in the Center for Emerging and Zoonotic Infectious Diseases at the @CDCgov.""
""I learned Chinese through a Beijing immersion program.""
#Jeopardy #TeenTournament https://t.co/qojeb6NWoQ"
1140796468913156097,2019-06-18 01:40:47,6,1,"6/17/19:
""I enjoy doing presidential math.""
""I'm working on renovating a cemetery for my @GirlScouts Gold Award.""
""In 8th grade, I was voted most likely to be on @Jeopardy!""
#Jeopardy #TeenTournament https://t.co/xDUv9ISmJn"
1138982705775947776,2019-06-13 01:33:32,29,3,"6/12/19:
""Early childhood trauma gives me a fear of butterflies.""
""For 20 years, I've mathematically ranked college football teams.""
""I'm going to put leather seats in my forklift.""
#Jeopardy https://t.co/nnE8oQxqre"
1138595258286190594,2019-06-11 23:53:58,11,1,"6/11/19:
""I give architectural history tours in Boston.""
""My 18-month-old loves @Jeopardy! until Alex walks out.""
""At age 7, my dad drove me along the Oregon Trail.""
#Jeopardy https://t.co/Hyecr6VPwd"
1138260726177550336,2019-06-11 01:44:39,5,1,"6/10/19:
""I have a yarn store.""
""I wrote &amp; performed plays based on museum material.""
""I investigated major crimes for public defenders.""
#Jeopardy https://t.co/Lw9qQcPgtD"
1137141506458959877,2019-06-07 23:37:16,12,1,"6/7/19:
""I collect souvenir baseballs.""
""I had an advice column as a 5-year-old at daycare.""
""I have a three-legged rescue cat.""
#Jeopardy https://t.co/lgMvshs8Vn"
1136810768052174848,2019-06-07 01:43:02,17,1,"6/6/19:
""My grandpa paid me a quarter for every @Jeopardy! clue I got right.""
""My sister taught me to read because she was tired of reading to me.""
""I'm a right-hander who does crosswords with my left hand.""
#Jeopardy https://t.co/VD1k3iu2CW"
1136452260823797763,2019-06-06 01:58:27,32,6,"6/5/19:
""My PayPal was shutdown because I mentioned Isis.""
""My cat likes to leave so he is under house arrest forever.""
""My travel theme this year is major cities with O as its only vowel.""
#Jeopardy https://t.co/HZA9Q2zwon"
1136048232189108225,2019-06-04 23:12:59,33,3,"6/4/19:
""I help raise money for people with HIV/AIDS.""
""I'm teaching myself to play flamenco guitar.""
""@James_Holzhauer was good, but I wasn't intimidated.""
#Jeopardy https://t.co/UqsllLrsQV"
1135641765120225281,2019-06-03 20:17:50,40,4,"6/3/19:
“I did my masters’ paper on @Jeopardy! clue prediction.”
“I memorized the first edition of Trivial Pursuit in middle school.”
“My daughter made Alex a get-well card.”
#Jeopardy #James https://t.co/1zFvhu7bIc"
1134663483402985472,2019-06-01 03:30:30,28,9,"5/31/19:
""I'm a defense attorney for a detained Guantanamo Bay 9/11 defendant.""
""I started figure skating at age 30.""
""I had 3 different wedding receptions.""
#Jeopardy https://t.co/qyccFKuHfn"
1134552465699934208,2019-05-31 20:09:21,53,11,"5/30/19:
""I practiced medicine in New Zealand.""
""I was in a roller ballet based on Prince.""
""I can't top being in a roller ballet based on Prince.""
#Jeopardy https://t.co/Z6zACDLCkb"
1133543378107490305,2019-05-29 01:19:36,22,4,"5/28/19:
""My high school class voted me most likely to rule the world.""
""I'm in the Mighty Schmucks improve troupe.""
""I tried to jump start my car and caused the cables to melt.""
#Jeopardy https://t.co/8Zs4pwT1w1"
1133148863173468166,2019-05-27 23:11:56,13,1,"5/27/19:
""I had a job collecting butterflies in the Rockies.""
""I danced in the San Francisco Carnaval parade.""
""I play bridge with old people in tournaments.""
#Jeopardy https://t.co/godzBiwmJH"
1132063888588120071,2019-05-24 23:20:38,19,0,"5/24/19:
""I started collecting nesting dolls 25 years ago.""
""I spent 6 weeks camping out for @DukeU vs. @UNC tickets.""
""I would've wanted to be a statistician before becoming a career contestant.""
#Jeopardy https://t.co/uIbpgC6gPB"
1131736672989777920,2019-05-24 01:40:24,21,2,"5/23/19:
""My wife wanted me to go on @Jeopardy! so she could see a @DrPhil taping.""
""I had to move a trial date to be on the show.""
""I met @KenJennings and lost in a trivia competition.""
#Jeopardy https://t.co/9sd53cxVNz"
1131379260898336768,2019-05-23 02:00:10,6,2,"5/22/19:
""I taught English in Spain.""
""I teach French and Canadian history in Ottawa.""
""I owe my high culture education to my Aunt Cecilia.""
#Jeopardy https://t.co/eNwbTPrDaJ"
1130978992616558594,2019-05-21 23:29:39,13,0,"5/21/19:
""In Las Vegas, people photographed Brad Pitt right next to me.""
""My husband pet a stray dog in the middle of his proposal.""
""I met my wife in an English teacher program in Thailand.""
#Jeopardy https://t.co/piiniLxlLb"
1130662603594829824,2019-05-21 02:32:26,41,4,"5/20/19:
""I don't know what to call my facial hair.""
""I've shaved my head 3 times.""
""I played online poker and attended little class in college.""
#Jeopardy https://t.co/ExxQndRHQr"
1130242339870580736,2019-05-19 22:42:27,5,0,"5/17/19:
""I enjoy fostering dogs.""
""I want to say hi to my wife &amp; daughter.""
""Thanks to everyone who helped me get here.""
#Jeopardy #TeachersTournament https://t.co/Rzqq4aoygd"
1129507013057241094,2019-05-17 22:00:31,10,0,"5/16/19:
""My students made me facts on Post-It notes.""
""I work out with other teachers in a converted garage.""
""I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.""
#Jeopardy #TeachersTournament https://t.co/NMnjAnXxbC"
1129214973270515712,2019-05-17 02:40:04,5,1,"5/15/19:
""I apply current events to teach history.""
""I offer my students a fun, creativity warm-up.""
""My school opened up a year ago.""
#Jeopardy #TeachersTournament https://t.co/fZzwXYGqeZ"
1128440603908476934,2019-05-14 23:23:00,10,3,"5/14/19:
""I use my attraction to @ChrisHemsworth in science teachings.""
""I like nature because there's a correct answer.""
""I work weekends at @REACHPrep giving extra lessons.""
#Jeopardy #TeachersTournament https://t.co/MBpZwnDXmo"
1128119754890334211,2019-05-14 02:08:03,16,2,"5/13/19:
""Music is required at my school.""
""I've always enjoyed Spanish.""
""I want to earn the respect of my students.""
#Jeopardy #TeachersTournament https://t.co/NGTkqFrWXe"
1126987866788245504,2019-05-10 23:10:20,9,1,"5/10/19:
""Ms. Frizzle inspired me to have clothing based on maps.""
""I ask my students to freestyle rap with me.""
""I produce @WheelofFortune games in my class.""
#Jeopardy #TeachersTournament https://t.co/78wN8WwHA0"
1126670215801200641,2019-05-10 02:08:06,6,0,"5/9/19:
""I started substitute teaching &amp; ended up liking this.""
""I teach because I like kids more than adults.""
""I loved teaching when I tutored 1st graders as a 3rd grade.""
#Jeopardy https://t.co/ML9VEjAPGy"
1126306251711963137,2019-05-09 02:01:50,15,1,"5/8/19:
""I do rhetorical analysis of song lyrics.""
""I teach at a worldwide boarding school.""
""I showed up to class in a full Viking costume.""
#Jeopardy #TeachersTournament https://t.co/MX9YLx122k"
1125903315194269696,2019-05-07 23:20:43,14,2,"5/7/19:
""I bought my recovered stolen car back at an auction.""
""I teach civics because it has real application.""
""I'm considered the cool teacher at my school.""
#Jeopardy #TeachersTournament https://t.co/OusTMbc5iA"
1125583057778561025,2019-05-07 02:08:07,11,3,"5/6/19:
""Every year, my students set me on fire.""
""I taught 50 kids in Thailand.""
""My students did a yuletide festival studying Shakespeare.""
#Jeopardy #TeachersTournament https://t.co/89zWRZFky7"
1124451373955915776,2019-05-03 23:11:13,14,2,"5/3/19:
""I got married on the Golden Gate Bridge.""
""I had lunch with Alex at the Air Force Academy in the '80s.""
""I enjoy going to a Ninja Warrior-style gym.""
#Jeopardy https://t.co/qszgq6tn0c"
1124133494253395970,2019-05-03 02:08:05,9,1,"5/2/19:
""I celebrate original ice cream on milk fat Fridays.""
""My godfather was a @ChicagoBears player.""
""I got married beside a very loud waterfall.""
#Jeopardy https://t.co/O0bW6K3t9o"
1124126208076210176,2019-05-03 01:39:07,18,2,"5/1/19:
""I love bad movies like The Room.""
""My mom was on @Jeopardy! in 1991.""
""My 4-year-old daughter has been to 14 countries.""
#Jeopardy https://t.co/bWhmq8zRjo"
1123363810067218438,2019-04-30 23:09:38,16,3,"4/30/19:
""I went to a women's rock &amp; roll weekend camp.""
""I rode America's fastest roller coaster to prepare to skydive.""
""My daughter tells a story about how a llama spit on me twice.""
#Jeopardy https://t.co/RDk7pWUvOw"
1123046339770765313,2019-04-30 02:08:07,16,0,"4/29/19:
""I was in the worst a capella group of all time.""
""I host a podcast about plants in movies and TV.""
""$90,812 represented my date of marriage.""
#Jeopardy https://t.co/A3fir5AyMT"
1121913871936176129,2019-04-26 23:08:05,18,2,"4/26/19:
“I brought an Alexander Hamilton doll for luck.” 
“My grandpa watches @Jeopardy! but doesn’t speak English.”
“My wife is here today and might scold me.”
#Jeopardy https://t.co/JpgQ4RacTV"
1121596780989296641,2019-04-26 02:08:05,20,3,"4/25/19:
""Francis Ford Coppola sang to me as a baby.""
""I made it close to the top of Kilimanjaro.""
""I studied in the children's section of the library.""` 
#Jeopardy https://t.co/MO0N5aUIy5"
1121234400732168192,2019-04-25 02:08:07,10,1,"4/24/19:
""I named my bands String Theory &amp; Yo-Yo Pa.""
""I was supposed to Latvian dance for the but @kporzee got traded."" 
""I want to donate to children's' charities.""
#Jeopardy https://t.co/e8txthc2R5"
1120827882740375552,2019-04-23 23:12:45,27,2,"4/23/19:
""I pick up stones from places I've visited.""
""I've been married 44 years.""
""My dad tried to teach me how bad gambling was by winning $7.""
#Jeopardy https://t.co/9PB7m6LtB4"
1120509617111478274,2019-04-23 02:08:05,26,3,"4/22/19:
""I'm in a book club where the book is mailed &amp; we mock it.""
""I sleepwalk occasionally.""
""My dad had a lot of crossword clues memorized.""
#Jeopardy https://t.co/bY1KodnLvh"
1119377609887047680,2019-04-19 23:09:53,11,0,"4/19/19:
""My mom bribed me to take Italian so she could go to Italy.""
""I won $30,000 on Sports @Jeopardy!""
""I ate Chinese scorpion fried in soy sauce.""
#Jeopardy https://t.co/zADD1W6Wvs"
1119063342197477376,2019-04-19 02:21:06,16,0,"4/18/18:
""I was a deckhand on a ferry boat used by drag queens.""
""I would shut off the @Jeopardy! video game with my brother.""
""My passed grandmother helped inspire me to get on the show.""
#Jeopardy https://t.co/WzMmdSTKiY"
1118697669730492416,2019-04-18 02:08:03,39,5,"4/17/19:
""I made my own dress plus others at my wedding.""
""I dog sat a dog who hated @Jeopardy!""
""I don't think the Vegas bookies will take my bets anymore.""
#Jeopardy https://t.co/oz0VZO6uvu"
1118291470073630721,2019-04-16 23:13:57,21,0,"4/16/19:
""My rideshare driver heard my @Jeopardy! call.""
""I lived in a Dutch city with a urine jug-carrying mascot.""
""I forced myself to read different things to learn.""
#Jeopardy https://t.co/1oyXaqgE3U"
1117972910042427392,2019-04-16 02:08:07,16,2,"4/15/19:
""Bjork inspired me to visit Iceland 3 times.""
""I keep a peony garden for my landlord's food.""
""My wife and I are going to live in 12 cities over a year.""
#Jeopardy https://t.co/buKlWjXwOJ"
1116840850913472512,2019-04-12 23:09:43,23,6,"4/12/19:
""I use Science @Jeopardy! for test prep.""
""I met my husband playing college quiz bowl.""
""I got married in a Chippendale outfit &amp; swimsuit.""
#Jeopardy https://t.co/Gc1O3e95YT"
1116523347125387264,2019-04-12 02:08:04,15,1,"4/11/19:
""I was a chauffeur for a congressionally-related wolf.""
""I volunteer for a women's hockey team.""
""My mom got me a perm at age 6 because it was free.""
#Jeopardy https://t.co/Ut7HQAZPkh"
1116160969208733698,2019-04-11 02:08:06,12,2,"4/10/19:
""I use augmented reality to tell better stories.""
""I helped save kids around a burning cabin.""
""I bet a lot on football.""
#Jeopardy https://t.co/qY0O7Gieje"
1115753800621539330,2019-04-09 23:10:10,9,0,"4/9/19:
""2 @Jeopardy! champions wrote me letters of recommendation.""
""My preschooler answered her teacher in the form of a question.""
""My strange wagers represent important dates to me.""
#Jeopardy #James https://t.co/xqvwBAvV2P"
1115435939659169795,2019-04-09 02:07:06,17,0,"4/8/19:
""I wrote a book about Japanese food popular in Japan.""
""My husband didn't know our first meetup was a blind date.""
""A Navy helicopter saved me in Death Valley.""
#Jeopardy https://t.co/78PvQ1RK9b"
1114359971595083776,2019-04-06 02:51:35,8,0,"4/5/19:
""I met former @Jeopardy! champion @AaronRodgers12.""
""Alex's mustache was a childhood inspiration.""
""I climbed Mt. Fuji during a typhoon.""
 #Jeopardy https://t.co/r7w9Pxs0F0"
1113986630258499590,2019-04-05 02:08:04,12,1,"4/4/19:
""I'm a professional sports gambler.""
""I work for the veterinary equivalent of a nurse line.""
""I did scuba in Cuba.""
#Jeopardy https://t.co/gjg4mwGpq9"
1113217151886921728,2019-04-02 23:10:26,5,0,"4/2/19:
""I've done the same triathlon four times.""
""My 7th grade teacher called me Mr. @Jeopardy! because I knew trivia.""
""I make food at my annual Oscar party based on the films.""
#Jeopardy https://t.co/JKS74XFzz9"
1112901770320244736,2019-04-02 02:17:13,11,2,"4/1/19:
""I interned at the British parliament.""
""I deal with silly question as a tour guide at the U.S. Capitol.""
""My wife has gotten me into cosplaying with her.""
#Jeopardy https://t.co/N9ncWMhVA5"
1111087547239800832,2019-03-28 02:08:08,6,0,"3/27/19:
""I work with cities who want to use sports to bring people in.""
""I volunteer at @Smithsonian sleepovers.""
""I auditioned because my grandma wanted me to get on.""
#Jeopardy https://t.co/2dVRWe9jOZ"
1110362498316808192,2019-03-26 02:07:03,4,0,"3/25/19:
""I compete in crossword tournaments.""
""I got to interview @GeneSimmons.""
""I trekked with my fiancee up Kilimanjaro.""
#Jeopardy https://t.co/fz9WLhHE4K"
1109230286800334849,2019-03-22 23:08:03,4,2,"3/22/19:
""My dad has been running restaurants for 50 years &amp; I started working at 14.""
""My company made a toy that went into space.""
""I was a competitive Frisbee player.""
#Jeopardy https://t.co/pyueNdFRZh"
1108913020988727296,2019-03-22 02:07:21,11,6,"3/20/19:
""I have only owned wallets made from duct tape.""
""I learned to can fruit because we had too many trees.""
""I like to hike in Colorado.""
#Jeopardy https://t.co/zQsVEPq8Lx"
1108505558448041989,2019-03-20 23:08:14,12,2,"3/20/19:
""My stepbrother Brian had his book featured on @Jeopardy!""
""I proposed on a small Swedish island.""
""I love my 4-foot stuffed lobster.""
#Jeopardy https://t.co/Tv2rpto3CK"
1108143148788826113,2019-03-19 23:08:09,7,0,"3/19/19:
""My dog is a member of the @CongCemetery D.C. K9 corps.""
""I play guitar with my 8-year-old.""
""I'm focused on studying the balance of e-cigarettes.""
#Jeopardy https://t.co/3tda1lWGHJ"
1107780761325891584,2019-03-18 23:08:09,6,0,"3/18/19:
""I was in a commercial for Dollar Bill's Discount World.""
""I asked @realgranthill33 to marry me before a free throw.""
""I visited a lot of Europe when I was 22.""
#Jeopardy https://t.co/9RPoJEGWg8"
1106693610160955394,2019-03-15 23:08:12,11,0,"3/15/19:
""My daughter's crib has a mobile with the @Jeopardy! logo.""
""I posed tastefully nude for an environmental club calendar.""
""I did a stage reading with Kathleen Chalfant.""
#Jeopardy https://t.co/e8wOEgvO1r"
1106376486997626882,2019-03-15 02:08:04,8,0,"3/14/19:
""I spent a lot of money collecting vinyl records.""
""I sat next to @ChelseaClinton in class &amp; didn't recognize her.""
""I met @MargaretAtwood in a white suit.""
#Jeopardy"
1105968815341531142,2019-03-13 23:08:08,17,2,"3/13/19:
""I participate in a fantasy movie league.""
""My friends created haikus to help me remember facts.""
""I helped people through a stairwell in the 2003 blackout.""
#Jeopardy https://t.co/iSwrtc4Hfq"
1105606724428460037,2019-03-12 23:09:18,13,2,"3/12/19:
""I want to visit famous religious sites.""
""I tricked my wife into thinking we were going to Dallas, not Japan, for our honeymoon.""
""I've saved every admission ticket since seeing Wayne's World in 1992.""
#Jeopardy https://t.co/NC09lbh2T0"
1105286499195670528,2019-03-12 01:56:51,18,0,"3/11/19:
""I learned how to ride a bike in New Zealand.""
""I'm a New Jersey girl who shares Bruce Springsteen's birthday.""
""I was a collegiate championship rower.""
#Jeopardy https://t.co/liFcuJuGF1"
1104171720427163648,2019-03-09 00:07:07,17,1,"3/8/19:
""My thesis was about a 1910s baseball war.""
""I've been to China 10 times and haven't seen the Great Wall.""
""I was a flower girl at a wedding 4 months ago.""
#Jeopardy https://t.co/xoVvLdcgzc"
1103809325187899392,2019-03-08 00:07:05,11,0,"3/7/19:
""I re-enacted the Civil War at age 10 to wear a hoop skirt.""
""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""
""I skydived in the Namib Desert.""
#Jeopardy https://t.co/hfz1YWq8F8"
1103446932410769414,2019-03-07 00:07:04,9,0,"3/6/19:
""I lost weight after seeing myself on TV auditioning for @Jeopardy!""
""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""
""I'm a goat nanny for a farm rescue.""
#Jeopardy https://t.co/8OfHukKqhb"
1103083607671873537,2019-03-06 00:03:21,7,1,It's go time! The finals of the #JeopardyAllStar Games! #Jeopardy https://t.co/HZ1H1Dw5VZ
1102720696441098241,2019-03-05 00:01:16,25,2,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W"
1101633248625655808,2019-03-02 00:00:08,7,0,Tonight’s #Jeopardy story: Finding out which Jeopardy! great has his team advance in the #JeopardyAllStar games! https://t.co/ApG6IewiuD
1101271113466818560,2019-03-01 00:01:08,2,0,"Again, no traditional stories on today's #JeopardyAllStar matchup. It's the first day of the two-game Wild Card match! #Jeopardy https://t.co/Hji6f3lNz8"
1100908521141555200,2019-02-28 00:00:19,7,1,There are no stories on today's episode of #Jeopardy. Enjoy the conclusion of the second match of the #JeopardyAllStars! https://t.co/pwewvDiy5c
1100550855667974145,2019-02-27 00:19:05,9,0,"2/26/19 (2):
""I enjoy spending time with my teammates.""
""I've went to @BrownUniversity since my Teen Tournament win.""
""My first class is college led me to change my major.""
#Jeopardy #JeopardyAllStars https://t.co/2mtoqSem6g"
1100547336755953664,2019-02-27 00:05:06,15,2,"2/26/19 (1):
""I got married &amp; ordained last year.""
""I work in machine learning.""
""I prepared 364,878 flash cards.""
#Jeopardy #JeopardyAllStars https://t.co/fP5tICrzc7"
1100188458746896385,2019-02-26 00:19:03,29,5,"2/25/19:
""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""
""I don't remember my childhood thanks to my old hippie parents.""
""I've written a new book about the history of comedy.""
#Jeopardy #JeopardyAllStars https://t.co/r1KU7bAORG"
1099096536678567938,2019-02-23 00:00:09,17,0,There are no stories on today's episode of #Jeopardy. Enjoy the conclusion of the first match of the #JeopardyAllStars! https://t.co/7rJFoZCn7r
1098739669506899968,2019-02-22 00:22:05,9,2,"2/21/19 (2):
""Writing quiz questions puts extra pressure on me.""
""I have great memories of winning my tournament.""
""I won my tournament but still love teaching 3rd grade.""
#Jeopardy #JeopardyAllStars https://t.co/hlOYf0cHDO"
1098735404000468993,2019-02-22 00:05:08,14,2,"2/21/19 (1):
""Winning on @Jeopardy! allowed me to choose where to live.""
""I want to absolutely crush @buzztronics.""
""My second child was due two days before the tournament draft.""
#Jeopardy #JeopardyAllStars https://t.co/APJDcKaxbX"
1098375769770860545,2019-02-21 00:16:05,15,1,"2/20/19:
""I would like to go to Australia.""
""My mom has been a huge support so I bought her a house.""
""I love @Jeopardy! &amp; I've put a lot of work into it.""
#Jeopardy #JeopardyAllStars https://t.co/Ida7jlR9RV"
1098015212035297283,2019-02-20 00:23:21,15,3,"2/19/19:
“I walked from Zimbabwe to Zambia for lunch.”
“I plan day trips around penny machine.”
“I just took up indoor rock climbing.”
#Jeopardy https://t.co/KB9phJwZiR"
