id,created_at,favorite_count,retweet_count,text
1.14728E+18,7/5/2019 23:18,13,2,"7/5/19:
""I love to hang out in Paris every year.""
""I've visited every Canadian province &amp; I love Newfoundland.""
""I want to visit every U.S. national park.""
#Jeopardy https://t.co/62P0CWRtza"
1.14692E+18,7/4/2019 23:09,12,#N/A,"7/4/19:
""I fired a cannon at Antietam, before misfiring twice.""
""When I told my four-year-old I was going on @Jeopardy!, she told me I might lose.""
""My first date with my wife was watching The Exorcist.""
#Jeopardy #Happy4th https://t.co/IV8X4zG7GV"
1.1469E+18,7/4/2019 21:39,15,2,"7/3/19:
""I moved to West Virginia because there's no traffic &amp; to open a theatre.""
""I go on trips with my friend who is also a man.""
""I'm writing a musical about the dairy baron of Illinois.""
#Jeopardy https://t.co/FaPL477qDc"
1.14624E+18,7/3/2019 2:00,18,1,"7/2/19:
""I read presidential biographies in order, every year.""
""I became a fan of pro wrestling after watching with my forlorn roommate.""
""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""
#Jeopardy https://t.co/988giUQpY9"
1.14588E+18,7/2/2019 2:04,8,#N/A,"7/1/19:
""I wrote an academic book about music at a Parisian convent school.""
""I'm a @TerrierHockey season ticket holder.""
""I have 2 rescue dogs named Bootsy &amp; Clyde.""
#Jeopardy https://t.co/a5bVLRKsgD"
1.14474E+18,6/28/2019 23:04,21,3,"6/28/19:
""I got my knowledge because I like to read.""
""Thanks to my family &amp; especially my grandma.""
""Facts are the building blocks of all opinions &amp; it is important to know them.""
#Jeopardy https://t.co/BC8pgcbChT"
1.14443E+18,6/28/2019 2:20,10,#N/A,@samnotscott @wampusreynolds @Jeopardy @ChadMosher well sam whose fault is that
1.14442E+18,6/28/2019 1:57,4,#N/A,"6/27/19:
""I was in the @ScrippsBee but wasn't interested until 5th grade.""
""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""
""We talked about the tiebreaker rules before yesterday's games.""
#Jeopardy https://t.co/iHj0CaSjZz"
1.14436E+18,6/27/2019 21:57,200,8,"Hi all,
I wanted to let everyone know that Friday, July 26th, the last day of @Jeopardy! season 35, will be the final day @CoolJepStories posts a new story.
It’s been fun to see this account grow over the last 5 years, but I think the time has now come to move on.
❤️- @ChadMosher"
1.14436E+18,6/27/2019 21:32,5,#N/A,"6/26/19:
""I'm on staff for my school's insanely-large yearbook.""
""I took part in a living wax museum.""
""My robotics team designed a way for ebola workers to take off their suit.""
#Jeopardy https://t.co/FU5aheGIh7"
1.1439E+18,6/26/2019 15:06,3,#N/A,"6/25/19:
“We’re big fans of Chuck Norris in my house - minus my mom.”
“I enjoy creating art in many forms.”
“I direct a nonprofit foundation to spread geographic awareness.”
#Jeopardy https://t.co/pBIWix9x6D"
1.14334E+18,6/25/2019 1:56,8,1,"6/24/19:
""I study Norwegian because I want to re-visit Norway properly.""
""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""
""I want to become an Olympic swimmer.""
#Jeopardy https://t.co/6c1q3Z3tfZ"
1.14225E+18,6/22/2019 2:15,4,#N/A,"6/21/19:
“I was the runner-up of the @NatGeo Bee.”
“I’ve donated my hair multiple times.”
“I founded a project which helps with dental needs for youth.”
#Jeopardy https://t.co/OKsTJdkiRs"
1.14193E+18,6/21/2019 4:49,3,1,"6/20/19:
""I am a PADI Master scuba diver.""
""I interned with the @USNavy modeling motion in space.""
""I'm a big fan of @KentuckyMBB.""
#Jeopardy #TeenTournament https://t.co/j04jseaTkE"
1.14183E+18,6/20/2019 21:52,3,#N/A,"6/19/19:
“I direct my math &amp; science program’s talent show.”
“In 6th grade, I lost a spelling bee to my 4th grade sister.”
“My favorite author made a table based on the periodic table.”
#Jeopardy https://t.co/YBFJeMuvkG"
1.14115E+18,6/19/2019 0:46,#N/A,#N/A,"6/18/19:
""I was in the @ScrippsBee in 7th &amp; 8th grade.""
""I want to work in the Center for Emerging and Zoonotic Infectious Diseases at the @CDCgov.""
""I learned Chinese through a Beijing immersion program.""
#Jeopardy #TeenTournament https://t.co/qojeb6NWoQ"
1.1408E+18,6/18/2019 1:40,6,1,"6/17/19:
""I enjoy doing presidential math.""
""I'm working on renovating a cemetery for my @GirlScouts Gold Award.""
""In 8th grade, I was voted most likely to be on @Jeopardy!""
#Jeopardy #TeenTournament https://t.co/xDUv9ISmJn"
1.13898E+18,6/13/2019 1:33,29,3,"6/12/19:
""Early childhood trauma gives me a fear of butterflies.""
""For 20 years, I've mathematically ranked college football teams.""
""I'm going to put leather seats in my forklift.""
#Jeopardy https://t.co/nnE8oQxqre"
1.1386E+18,6/11/2019 23:53,11,1,"6/11/19:
""I give architectural history tours in Boston.""
""My 18-month-old loves @Jeopardy! until Alex walks out.""
""At age 7, my dad drove me along the Oregon Trail.""
#Jeopardy https://t.co/Hyecr6VPwd"
1.13826E+18,6/11/2019 1:44,5,1,"6/10/19:
""I have a yarn store.""
""I wrote &amp; performed plays based on museum material.""
""I investigated major crimes for public defenders.""
#Jeopardy https://t.co/Lw9qQcPgtD"
1.13714E+18,6/7/2019 23:37,12,1,"6/7/19:
""I collect souvenir baseballs.""
""I had an advice column as a 5-year-old at daycare.""
""I have a three-legged rescue cat.""
#Jeopardy https://t.co/lgMvshs8Vn"
1.13681E+18,6/7/2019 1:43,17,1,"6/6/19:
""My grandpa paid me a quarter for every @Jeopardy! clue I got right.""
""My sister taught me to read because she was tired of reading to me.""
""I'm a right-hander who does crosswords with my left hand.""
#Jeopardy https://t.co/VD1k3iu2CW"
1.13645E+18,6/6/2019 1:58,32,6,"6/5/19:
""My PayPal was shutdown because I mentioned Isis.""
""My cat likes to leave so he is under house arrest forever.""
""My travel theme this year is major cities with O as its only vowel.""
#Jeopardy https://t.co/HZA9Q2zwon"
1.13605E+18,6/4/2019 23:12,33,3,"6/4/19:
""I help raise money for people with HIV/AIDS.""
""I'm teaching myself to play flamenco guitar.""
""@James_Holzhauer was good, but I wasn't intimidated.""
#Jeopardy https://t.co/UqsllLrsQV"
1.13564E+18,6/3/2019 20:17,40,4,"6/3/19:
“I did my masters’ paper on @Jeopardy! clue prediction.”
“I memorized the first edition of Trivial Pursuit in middle school.”
“My daughter made Alex a get-well card.”
#Jeopardy #James https://t.co/1zFvhu7bIc"
1.13466E+18,6/1/2019 3:30,28,9,"5/31/19:
""I'm a defense attorney for a detained Guantanamo Bay 9/11 defendant.""
""I started figure skating at age 30.""
""I had 3 different wedding receptions.""
#Jeopardy https://t.co/qyccFKuHfn"
1.13455E+18,5/31/2019 20:09,53,11,"5/30/19:
""I practiced medicine in New Zealand.""
""I was in a roller ballet based on Prince.""
""I can't top being in a roller ballet based on Prince.""
#Jeopardy https://t.co/Z6zACDLCkb"
1.13354E+18,5/29/2019 1:19,22,4,"5/28/19:
""My high school class voted me most likely to rule the world.""
""I'm in the Mighty Schmucks improve troupe.""
""I tried to jump start my car and caused the cables to melt.""
#Jeopardy https://t.co/8Zs4pwT1w1"
1.13315E+18,5/27/2019 23:11,13,1,"5/27/19:
""I had a job collecting butterflies in the Rockies.""
""I danced in the San Francisco Carnaval parade.""
""I play bridge with old people in tournaments.""
#Jeopardy https://t.co/godzBiwmJH"
1.13206E+18,5/24/2019 23:20,19,#N/A,"5/24/19:
""I started collecting nesting dolls 25 years ago.""
""I spent 6 weeks camping out for @DukeU vs. @UNC tickets.""
""I would've wanted to be a statistician before becoming a career contestant.""
#Jeopardy https://t.co/uIbpgC6gPB"
1.13174E+18,5/24/2019 1:40,21,2,"5/23/19:
""My wife wanted me to go on @Jeopardy! so she could see a @DrPhil taping.""
""I had to move a trial date to be on the show.""
""I met @KenJennings and lost in a trivia competition.""
#Jeopardy https://t.co/9sd53cxVNz"
1.13138E+18,5/23/2019 2:00,6,2,"5/22/19:
""I taught English in Spain.""
""I teach French and Canadian history in Ottawa.""
""I owe my high culture education to my Aunt Cecilia.""
#Jeopardy https://t.co/eNwbTPrDaJ"
1.13098E+18,5/21/2019 23:29,13,#N/A,"5/21/19:
""In Las Vegas, people photographed Brad Pitt right next to me.""
""My husband pet a stray dog in the middle of his proposal.""
""I met my wife in an English teacher program in Thailand.""
#Jeopardy https://t.co/piiniLxlLb"
1.13066E+18,5/21/2019 2:32,41,4,"5/20/19:
""I don't know what to call my facial hair.""
""I've shaved my head 3 times.""
""I played online poker and attended little class in college.""
#Jeopardy https://t.co/ExxQndRHQr"
1.13024E+18,5/19/2019 22:42,5,#N/A,"5/17/19:
""I enjoy fostering dogs.""
""I want to say hi to my wife &amp; daughter.""
""Thanks to everyone who helped me get here.""
#Jeopardy #TeachersTournament https://t.co/Rzqq4aoygd"
1.12951E+18,5/17/2019 22:00,10,#N/A,"5/16/19:
""My students made me facts on Post-It notes.""
""I work out with other teachers in a converted garage.""
""I cried at my first baseball game because Darryl Strawberry didn't sign my ball, but rookie Derek Jeter did.""
#Jeopardy #TeachersTournament https://t.co/NMnjAnXxbC"
1.12921E+18,5/17/2019 2:40,5,1,"5/15/19:
""I apply current events to teach history.""
""I offer my students a fun, creativity warm-up.""
""My school opened up a year ago.""
#Jeopardy #TeachersTournament https://t.co/fZzwXYGqeZ"
1.12844E+18,5/14/2019 23:23,10,3,"5/14/19:
""I use my attraction to @ChrisHemsworth in science teachings.""
""I like nature because there's a correct answer.""
""I work weekends at @REACHPrep giving extra lessons.""
#Jeopardy #TeachersTournament https://t.co/MBpZwnDXmo"
1.12812E+18,5/14/2019 2:08,16,2,"5/13/19:
""Music is required at my school.""
""I've always enjoyed Spanish.""
""I want to earn the respect of my students.""
#Jeopardy #TeachersTournament https://t.co/NGTkqFrWXe"
1.12699E+18,5/10/2019 23:10,9,1,"5/10/19:
""Ms. Frizzle inspired me to have clothing based on maps.""
""I ask my students to freestyle rap with me.""
""I produce @WheelofFortune games in my class.""
#Jeopardy #TeachersTournament https://t.co/78wN8WwHA0"
1.12667E+18,5/10/2019 2:08,6,#N/A,"5/9/19:
""I started substitute teaching &amp; ended up liking this.""
""I teach because I like kids more than adults.""
""I loved teaching when I tutored 1st graders as a 3rd grade.""
#Jeopardy https://t.co/ML9VEjAPGy"
1.12631E+18,5/9/2019 2:01,15,1,"5/8/19:
""I do rhetorical analysis of song lyrics.""
""I teach at a worldwide boarding school.""
""I showed up to class in a full Viking costume.""
#Jeopardy #TeachersTournament https://t.co/MX9YLx122k"
1.1259E+18,5/7/2019 23:20,14,2,"5/7/19:
""I bought my recovered stolen car back at an auction.""
""I teach civics because it has real application.""
""I'm considered the cool teacher at my school.""
#Jeopardy #TeachersTournament https://t.co/OusTMbc5iA"
1.12558E+18,5/7/2019 2:08,11,3,"5/6/19:
""Every year, my students set me on fire.""
""I taught 50 kids in Thailand.""
""My students did a yuletide festival studying Shakespeare.""
#Jeopardy #TeachersTournament https://t.co/89zWRZFky7"
1.12445E+18,5/3/2019 23:11,14,2,"5/3/19:
""I got married on the Golden Gate Bridge.""
""I had lunch with Alex at the Air Force Academy in the '80s.""
""I enjoy going to a Ninja Warrior-style gym.""
#Jeopardy https://t.co/qszgq6tn0c"
1.12413E+18,5/3/2019 2:08,9,1,"5/2/19:
""I celebrate original ice cream on milk fat Fridays.""
""My godfather was a @ChicagoBears player.""
""I got married beside a very loud waterfall.""
#Jeopardy https://t.co/O0bW6K3t9o"
1.12413E+18,5/3/2019 1:39,18,2,"5/1/19:
""I love bad movies like The Room.""
""My mom was on @Jeopardy! in 1991.""
""My 4-year-old daughter has been to 14 countries.""
#Jeopardy https://t.co/bWhmq8zRjo"
1.12336E+18,4/30/2019 23:09,16,3,"4/30/19:
""I went to a women's rock &amp; roll weekend camp.""
""I rode America's fastest roller coaster to prepare to skydive.""
""My daughter tells a story about how a llama spit on me twice.""
#Jeopardy https://t.co/RDk7pWUvOw"
1.12305E+18,4/30/2019 2:08,16,#N/A,"4/29/19:
""I was in the worst a capella group of all time.""
""I host a podcast about plants in movies and TV.""
""$90,812 represented my date of marriage.""
#Jeopardy https://t.co/A3fir5AyMT"
1.12191E+18,4/26/2019 23:08,18,2,"4/26/19:
“I brought an Alexander Hamilton doll for luck.” 
“My grandpa watches @Jeopardy! but doesn’t speak English.”
“My wife is here today and might scold me.”
#Jeopardy https://t.co/JpgQ4RacTV"
1.1216E+18,4/26/2019 2:08,20,3,"4/25/19:
""Francis Ford Coppola sang to me as a baby.""
""I made it close to the top of Kilimanjaro.""
""I studied in the children's section of the library.""` 
#Jeopardy https://t.co/MO0N5aUIy5"
1.12123E+18,4/25/2019 2:08,10,1,"4/24/19:
""I named my bands String Theory &amp; Yo-Yo Pa.""
""I was supposed to Latvian dance for the but @kporzee got traded."" 
""I want to donate to children's' charities.""
#Jeopardy https://t.co/e8txthc2R5"
1.12083E+18,4/23/2019 23:12,27,2,"4/23/19:
""I pick up stones from places I've visited.""
""I've been married 44 years.""
""My dad tried to teach me how bad gambling was by winning $7.""
#Jeopardy https://t.co/9PB7m6LtB4"
1.12051E+18,4/23/2019 2:08,26,3,"4/22/19:
""I'm in a book club where the book is mailed &amp; we mock it.""
""I sleepwalk occasionally.""
""My dad had a lot of crossword clues memorized.""
#Jeopardy https://t.co/bY1KodnLvh"
1.11938E+18,4/19/2019 23:09,11,#N/A,"4/19/19:
""My mom bribed me to take Italian so she could go to Italy.""
""I won $30,000 on Sports @Jeopardy!""
""I ate Chinese scorpion fried in soy sauce.""
#Jeopardy https://t.co/zADD1W6Wvs"
1.11906E+18,4/19/2019 2:21,16,#N/A,"4/18/18:
""I was a deckhand on a ferry boat used by drag queens.""
""I would shut off the @Jeopardy! video game with my brother.""
""My passed grandmother helped inspire me to get on the show.""
#Jeopardy https://t.co/WzMmdSTKiY"
1.1187E+18,4/18/2019 2:08,39,5,"4/17/19:
""I made my own dress plus others at my wedding.""
""I dog sat a dog who hated @Jeopardy!""
""I don't think the Vegas bookies will take my bets anymore.""
#Jeopardy https://t.co/oz0VZO6uvu"
1.11829E+18,4/16/2019 23:13,21,#N/A,"4/16/19:
""My rideshare driver heard my @Jeopardy! call.""
""I lived in a Dutch city with a urine jug-carrying mascot.""
""I forced myself to read different things to learn.""
#Jeopardy https://t.co/1oyXaqgE3U"
1.11797E+18,4/16/2019 2:08,16,2,"4/15/19:
""Bjork inspired me to visit Iceland 3 times.""
""I keep a peony garden for my landlord's food.""
""My wife and I are going to live in 12 cities over a year.""
#Jeopardy https://t.co/buKlWjXwOJ"
1.11684E+18,4/12/2019 23:09,23,6,"4/12/19:
""I use Science @Jeopardy! for test prep.""
""I met my husband playing college quiz bowl.""
""I got married in a Chippendale outfit &amp; swimsuit.""
#Jeopardy https://t.co/Gc1O3e95YT"
1.11652E+18,4/12/2019 2:08,15,1,"4/11/19:
""I was a chauffeur for a congressionally-related wolf.""
""I volunteer for a women's hockey team.""
""My mom got me a perm at age 6 because it was free.""
#Jeopardy https://t.co/Ut7HQAZPkh"
1.11616E+18,4/11/2019 2:08,12,2,"4/10/19:
""I use augmented reality to tell better stories.""
""I helped save kids around a burning cabin.""
""I bet a lot on football.""
#Jeopardy https://t.co/qY0O7Gieje"
1.11575E+18,4/9/2019 23:10,9,#N/A,"4/9/19:
""2 @Jeopardy! champions wrote me letters of recommendation.""
""My preschooler answered her teacher in the form of a question.""
""My strange wagers represent important dates to me.""
#Jeopardy #James https://t.co/xqvwBAvV2P"
1.11544E+18,4/9/2019 2:07,17,#N/A,"4/8/19:
""I wrote a book about Japanese food popular in Japan.""
""My husband didn't know our first meetup was a blind date.""
""A Navy helicopter saved me in Death Valley.""
#Jeopardy https://t.co/78PvQ1RK9b"
1.11436E+18,4/6/2019 2:51,8,#N/A,"4/5/19:
""I met former @Jeopardy! champion @AaronRodgers12.""
""Alex's mustache was a childhood inspiration.""
""I climbed Mt. Fuji during a typhoon.""
 #Jeopardy https://t.co/r7w9Pxs0F0"
1.11399E+18,4/5/2019 2:08,12,1,"4/4/19:
""I'm a professional sports gambler.""
""I work for the veterinary equivalent of a nurse line.""
""I did scuba in Cuba.""
#Jeopardy https://t.co/gjg4mwGpq9"
1.11322E+18,4/2/2019 23:10,5,#N/A,"4/2/19:
""I've done the same triathlon four times.""
""My 7th grade teacher called me Mr. @Jeopardy! because I knew trivia.""
""I make food at my annual Oscar party based on the films.""
#Jeopardy https://t.co/JKS74XFzz9"
1.1129E+18,4/2/2019 2:17,11,2,"4/1/19:
""I interned at the British parliament.""
""I deal with silly question as a tour guide at the U.S. Capitol.""
""My wife has gotten me into cosplaying with her.""
#Jeopardy https://t.co/N9ncWMhVA5"
1.11109E+18,3/28/2019 2:08,6,#N/A,"3/27/19:
""I work with cities who want to use sports to bring people in.""
""I volunteer at @Smithsonian sleepovers.""
""I auditioned because my grandma wanted me to get on.""
#Jeopardy https://t.co/2dVRWe9jOZ"
1.11036E+18,3/26/2019 2:07,4,#N/A,"3/25/19:
""I compete in crossword tournaments.""
""I got to interview @GeneSimmons.""
""I trekked with my fiancee up Kilimanjaro.""
#Jeopardy https://t.co/fz9WLhHE4K"
1.10923E+18,3/22/2019 23:08,4,2,"3/22/19:
""My dad has been running restaurants for 50 years &amp; I started working at 14.""
""My company made a toy that went into space.""
""I was a competitive Frisbee player.""
#Jeopardy https://t.co/pyueNdFRZh"
1.10891E+18,3/22/2019 2:07,11,6,"3/20/19:
""I have only owned wallets made from duct tape.""
""I learned to can fruit because we had too many trees.""
""I like to hike in Colorado.""
#Jeopardy https://t.co/zQsVEPq8Lx"
1.10851E+18,3/20/2019 23:08,12,2,"3/20/19:
""My stepbrother Brian had his book featured on @Jeopardy!""
""I proposed on a small Swedish island.""
""I love my 4-foot stuffed lobster.""
#Jeopardy https://t.co/Tv2rpto3CK"
1.10814E+18,3/19/2019 23:08,7,#N/A,"3/19/19:
""My dog is a member of the @CongCemetery D.C. K9 corps.""
""I play guitar with my 8-year-old.""
""I'm focused on studying the balance of e-cigarettes.""
#Jeopardy https://t.co/3tda1lWGHJ"
1.10778E+18,3/18/2019 23:08,6,#N/A,"3/18/19:
""I was in a commercial for Dollar Bill's Discount World.""
""I asked @realgranthill33 to marry me before a free throw.""
""I visited a lot of Europe when I was 22.""
#Jeopardy https://t.co/9RPoJEGWg8"
1.10669E+18,3/15/2019 23:08,11,#N/A,"3/15/19:
""My daughter's crib has a mobile with the @Jeopardy! logo.""
""I posed tastefully nude for an environmental club calendar.""
""I did a stage reading with Kathleen Chalfant.""
#Jeopardy https://t.co/e8wOEgvO1r"
1.10638E+18,3/15/2019 2:08,8,#N/A,"3/14/19:
""I spent a lot of money collecting vinyl records.""
""I sat next to @ChelseaClinton in class &amp; didn't recognize her.""
""I met @MargaretAtwood in a white suit.""
#Jeopardy"
1.10597E+18,3/13/2019 23:08,17,2,"3/13/19:
""I participate in a fantasy movie league.""
""My friends created haikus to help me remember facts.""
""I helped people through a stairwell in the 2003 blackout.""
#Jeopardy https://t.co/iSwrtc4Hfq"
1.10561E+18,3/12/2019 23:09,13,2,"3/12/19:
""I want to visit famous religious sites.""
""I tricked my wife into thinking we were going to Dallas, not Japan, for our honeymoon.""
""I've saved every admission ticket since seeing Wayne's World in 1992.""
#Jeopardy https://t.co/NC09lbh2T0"
1.10529E+18,3/12/2019 1:56,18,#N/A,"3/11/19:
""I learned how to ride a bike in New Zealand.""
""I'm a New Jersey girl who shares Bruce Springsteen's birthday.""
""I was a collegiate championship rower.""
#Jeopardy https://t.co/liFcuJuGF1"
1.10417E+18,3/9/2019 0:07,17,1,"3/8/19:
""My thesis was about a 1910s baseball war.""
""I've been to China 10 times and haven't seen the Great Wall.""
""I was a flower girl at a wedding 4 months ago.""
#Jeopardy https://t.co/xoVvLdcgzc"
1.10381E+18,3/8/2019 0:07,11,#N/A,"3/7/19:
""I re-enacted the Civil War at age 10 to wear a hoop skirt.""
""At age 7, at the @EdinburghZoo, I got to into the penguin enclosure.""
""I skydived in the Namib Desert.""
#Jeopardy https://t.co/hfz1YWq8F8"
1.10345E+18,3/7/2019 0:07,9,#N/A,"3/6/19:
""I lost weight after seeing myself on TV auditioning for @Jeopardy!""
""I dressed like a barefoot eagle for a radio station with @RickSpringfield.""
""I'm a goat nanny for a farm rescue.""
#Jeopardy https://t.co/8OfHukKqhb"
1.10308E+18,3/6/2019 0:03,7,1,It's go time! The finals of the #JeopardyAllStar Games! #Jeopardy https://t.co/HZ1H1Dw5VZ
1.10272E+18,3/5/2019 0:01,25,2,"3/4/19:
""I will take any supernatural assistance in winning today.""
""It took about 3 hours to shoot 30 seconds of intro footage.""
""I love the opening montage.""
#Jeopardy #JeopardyAllStars https://t.co/t3GSkt3l3W"
1.10163E+18,3/2/2019 0:00,7,#N/A,Tonight’s #Jeopardy story: Finding out which Jeopardy! great has his team advance in the #JeopardyAllStar games! https://t.co/ApG6IewiuD
1.10127E+18,3/1/2019 0:01,2,#N/A,"Again, no traditional stories on today's #JeopardyAllStar matchup. It's the first day of the two-game Wild Card match! #Jeopardy https://t.co/Hji6f3lNz8"
1.10091E+18,2/28/2019 0:00,7,1,There are no stories on today's episode of #Jeopardy. Enjoy the conclusion of the second match of the #JeopardyAllStars! https://t.co/pwewvDiy5c
1.10055E+18,2/27/2019 0:19,9,#N/A,"2/26/19 (2):
""I enjoy spending time with my teammates.""
""I've went to @BrownUniversity since my Teen Tournament win.""
""My first class is college led me to change my major.""
#Jeopardy #JeopardyAllStars https://t.co/2mtoqSem6g"
1.10055E+18,2/27/2019 0:05,15,2,"2/26/19 (1):
""I got married &amp; ordained last year.""
""I work in machine learning.""
""I prepared 364,878 flash cards.""
#Jeopardy #JeopardyAllStars https://t.co/fP5tICrzc7"
1.10019E+18,2/26/2019 0:19,29,5,"2/25/19:
""I bought a dartboard, kayaks, &amp; traveled to see the eclipse.""
""I don't remember my childhood thanks to my old hippie parents.""
""I've written a new book about the history of comedy.""
#Jeopardy #JeopardyAllStars https://t.co/r1KU7bAORG"
1.0991E+18,2/23/2019 0:00,17,#N/A,There are no stories on today's episode of #Jeopardy. Enjoy the conclusion of the first match of the #JeopardyAllStars! https://t.co/7rJFoZCn7r
1.09874E+18,2/22/2019 0:22,9,2,"2/21/19 (2):
""Writing quiz questions puts extra pressure on me.""
""I have great memories of winning my tournament.""
""I won my tournament but still love teaching 3rd grade.""
#Jeopardy #JeopardyAllStars https://t.co/hlOYf0cHDO"
1.09874E+18,2/22/2019 0:05,14,2,"2/21/19 (1):
""Winning on @Jeopardy! allowed me to choose where to live.""
""I want to absolutely crush @buzztronics.""
""My second child was due two days before the tournament draft.""
#Jeopardy #JeopardyAllStars https://t.co/APJDcKaxbX"
1.09838E+18,2/21/2019 0:16,15,1,"2/20/19:
""I would like to go to Australia.""
""My mom has been a huge support so I bought her a house.""
""I love @Jeopardy! &amp; I've put a lot of work into it.""
#Jeopardy #JeopardyAllStars https://t.co/Ida7jlR9RV"
1.09802E+18,2/20/2019 0:23,15,3,"2/19/19:
“I walked from Zimbabwe to Zambia for lunch.”
“I plan day trips around penny machine.”
“I just took up indoor rock climbing.”
#Jeopardy https://t.co/KB9phJwZiR"
1.09765E+18,2/19/2019 0:08,10,1,"2/18/19:
""I've been to Africa but had never been to the U.S. West!""
""I specialize in the ethics of health policy.""
""I got married before my husband served in Iraq.""
#Jeopardy https://t.co/9EOzSBDkhJ"
